Fecha_Hora,pH,Oxigeno_Disuelto_mgL,Turbidez_NTU,Temperatura_C,Indice_Calidad_Agua,Clasificacion,Temporada,hora_sin,hora_cos,dia_semana,dia_mes,pH_lag1,turb_lag1,OD_lag1,temp_lag1,pH_lag2,turb_lag2,OD_lag2,temp_lag2,pH_lag4,turb_lag4,OD_lag4,temp_lag4,pH_lag8,turb_lag8,OD_lag8,temp_lag8,pH_lag16,turb_lag16,OD_lag16,temp_lag16,turb_delta1,turb_delta4,turb_delta8,pH_delta1,OD_delta1,temp_delta1,turb_mean_4,turb_std_4,turb_max_4,OD_mean_4,turb_mean_8,turb_std_8,turb_max_8,OD_mean_8,turb_mean_16,turb_std_16,turb_max_16,OD_mean_16,turb_log,anomalia
2026-04-24 00:30:00,7.0,11.46,0.2,23.02,97.1,EXCELENTE,SECO,0.0,1.0,4,24,7.06,0.22,11.09,24.54,7.08,0.18,10.96,23.69,7.03,0.19,11.11,23.37,7.0,0.17,10.82,23.46,7.14,0.12,10.98,24.0,-0.01999999999999999,0.010000000000000009,0.03,-0.05999999999999961,0.370000000000001,-1.5199999999999996,0.1800000000000009,0.043204937989993766,0.22,11.17,0.17375000000000002,0.03622844186466767,0.22,11.08375,0.1962499999999999,0.05631755203064485,0.34,10.8425,0.18232155679395465,0
2026-04-24 00:45:00,7.07,10.44,0.33,23.74,95.1,EXCELENTE,SECO,0.0,1.0,4,24,7.0,0.2,11.46,23.02,7.06,0.22,11.09,24.54,7.05,0.12,11.17,23.83,7.05,0.15,11.27,23.39,7.07,0.21,9.87,24.03,0.13,0.21000000000000002,0.18000000000000002,0.07000000000000028,-1.0200000000000014,0.7199999999999989,0.2325000000000009,0.06701989754333107,0.33,10.9875,0.19624999999999998,0.0643511571652995,0.33,10.98,0.2037499999999999,0.06551081335721835,0.34,10.878125,0.2851789422336624,0
2026-04-24 01:00:00,6.98,10.71,0.18,23.76,96.8,EXCELENTE,SECO,0.25881904510252074,0.9659258262890683,4,24,7.07,0.33,10.44,23.74,7.0,0.2,11.46,23.02,7.08,0.18,10.96,23.69,7.03,0.2,10.55,24.08,6.98,0.24,10.7,23.52,-0.15000000000000002,0.0,-0.020000000000000018,-0.08999999999999986,0.27000000000000135,0.020000000000003126,0.23250000000000087,0.06701989754333107,0.33,10.925,0.19375,0.06457277179341539,0.33,11.0,0.19999999999999987,0.06501281924916304,0.34,10.87875,0.16551443847757338,0
2026-04-24 01:15:00,7.11,11.33,0.16,24.11,96.0,EXCELENTE,SECO,0.25881904510252074,0.9659258262890683,4,24,6.98,0.18,10.71,23.76,7.07,0.33,10.44,23.74,7.06,0.22,11.09,24.54,7.08,0.13,11.06,23.71,7.09,0.12,10.93,23.34,-0.01999999999999999,-0.06,0.03,0.1299999999999999,0.6199999999999992,0.34999999999999787,0.2175000000000009,0.07675719293146908,0.33,10.985000000000001,0.19749999999999998,0.061120489900326695,0.33,11.03375,0.2024999999999999,0.06244997998444553,0.34,10.90375,0.1484200051182733,0
2026-04-24 01:30:00,7.06,11.25,0.18,23.4,97.2,EXCELENTE,SECO,0.25881904510252074,0.9659258262890683,4,24,7.11,0.16,11.33,24.11,6.98,0.18,10.71,23.76,7.0,0.2,11.46,23.02,7.03,0.19,11.11,23.37,7.08,0.24,10.75,23.84,0.01999999999999999,-0.020000000000000018,-0.010000000000000009,-0.05000000000000071,-0.08000000000000007,-0.7100000000000009,0.21250000000000088,0.07889866919062806,0.33,10.932500000000001,0.19624999999999998,0.06139741734865162,0.33,11.05125,0.1987499999999999,0.061846584384731326,0.34,10.935,0.16551443847757338,0
2026-04-24 01:45:00,7.11,11.15,0.18,23.33,96.3,EXCELENTE,SECO,0.25881904510252074,0.9659258262890683,4,24,7.06,0.18,11.25,23.4,7.11,0.16,11.33,24.11,7.07,0.33,10.44,23.74,7.05,0.12,11.17,23.83,7.11,0.18,10.51,23.49,0.0,-0.15000000000000002,0.06,0.05000000000000071,-0.09999999999999964,-0.07000000000000028,0.17500000000000088,0.01000000000262977,0.18,11.110000000000001,0.20375000000000001,0.05396758286176678,0.33,11.04875,0.19874999999999987,0.061846584384731326,0.34,10.975,0.16551443847757338,0
2026-04-24 02:00:00,6.98,10.71,0.2,24.36,94.8,EXCELENTE,SECO,0.49999999999999994,0.8660254037844387,4,24,7.11,0.18,11.15,23.33,7.06,0.18,11.25,23.4,6.98,0.18,10.71,23.76,7.08,0.18,10.96,23.69,7.05,0.34,10.86,24.02,0.020000000000000018,0.020000000000000018,0.020000000000000018,-0.1299999999999999,-0.4399999999999995,1.0300000000000011,0.1800000000000009,0.01632993162016315,0.2,11.110000000000001,0.20625000000000002,0.05316752499625484,0.33,11.017500000000002,0.1899999999999999,0.04912568913909639,0.33,10.965625000000001,0.18232155679395465,0
2026-04-24 02:15:00,7.09,11.35,0.18,23.12,95.8,EXCELENTE,SECO,0.49999999999999994,0.8660254037844387,4,24,6.98,0.2,10.71,24.36,7.11,0.18,11.15,23.33,7.11,0.16,11.33,24.11,7.06,0.22,11.09,24.54,7.11,0.25,10.37,24.61,-0.020000000000000018,0.01999999999999999,-0.04000000000000001,0.10999999999999943,0.6399999999999988,-1.2399999999999984,0.18500000000000089,0.010000000002623981,0.2,11.115,0.20124999999999998,0.05356904756559068,0.33,11.05,0.1856249999999999,0.04647131731930123,0.33,11.026875,0.16551443847757338,0
2026-04-24 02:30:00,7.03,10.72,0.18,23.95,97.1,EXCELENTE,SECO,0.49999999999999994,0.8660254037844387,4,24,7.09,0.18,11.35,23.12,6.98,0.2,10.71,24.36,7.06,0.18,11.25,23.4,7.0,0.2,11.46,23.02,7.0,0.17,10.82,23.46,0.0,0.0,-0.020000000000000018,-0.05999999999999961,-0.629999999999999,0.8299999999999983,0.18500000000000089,0.010000000002623981,0.2,10.9825,0.19874999999999998,0.054099775546922274,0.33,10.9575,0.1862499999999999,0.04631414470826213,0.33,11.020625,0.16551443847757338,0
2026-04-24 02:45:00,7.03,11.48,0.19,23.9,95.9,EXCELENTE,SECO,0.49999999999999994,0.8660254037844387,4,24,7.03,0.18,10.72,23.95,7.09,0.18,11.35,23.12,7.11,0.18,11.15,23.33,7.07,0.33,10.44,23.74,7.05,0.15,11.27,23.39,0.010000000000000009,0.010000000000000009,-0.14,0.0,0.7599999999999998,-0.05000000000000071,0.1875000000000009,0.00957427108030252,0.2,11.065000000000001,0.18125,0.011259916262003605,0.2,11.0875,0.1887499999999999,0.04529532720628565,0.33,11.03375,0.17395330712343804,0
2026-04-24 03:00:00,7.1,11.45,0.3,23.57,96.0,EXCELENTE,SECO,0.7071067811865476,0.7071067811865476,4,24,7.03,0.19,11.48,23.9,7.03,0.18,10.72,23.95,6.98,0.2,10.71,24.36,6.98,0.18,10.71,23.76,7.03,0.2,10.55,24.08,0.10999999999999999,0.09999999999999998,0.12,0.0699999999999994,-0.030000000000001137,-0.3299999999999983,0.21250000000000088,0.058523499554043755,0.3,11.25,0.19624999999999998,0.04340424600624022,0.3,11.18,0.1949999999999999,0.05316640543354802,0.33,11.09,0.262364264467491,0
2026-04-24 03:15:00,7.06,11.13,0.21,23.95,96.3,EXCELENTE,SECO,0.7071067811865476,0.7071067811865476,4,24,7.1,0.3,11.45,23.57,7.03,0.19,11.48,23.9,7.09,0.18,11.35,23.12,7.11,0.16,11.33,24.11,7.08,0.13,11.06,23.71,-0.09,0.03,0.04999999999999999,-0.040000000000000036,-0.3199999999999985,0.379999999999999,0.2200000000000009,0.05477225575099196,0.3,11.195,0.2025,0.040970372569859415,0.3,11.155000000000001,0.1999999999999999,0.05033222956904462,0.33,11.094375,0.19062035960864973,0
2026-04-24 03:30:00,7.18,11.11,0.33,23.57,96.1,EXCELENTE,SECO,0.7071067811865476,0.7071067811865476,4,24,7.06,0.21,11.13,23.95,7.1,0.3,11.45,23.57,7.03,0.18,10.72,23.95,7.06,0.18,11.25,23.4,7.03,0.19,11.11,23.37,0.12000000000000002,0.15000000000000002,0.15000000000000002,0.1200000000000001,-0.02000000000000135,-0.379999999999999,0.2575000000000009,0.06800735254405686,0.33,11.2925,0.22125,0.059386746957780165,0.33,11.137500000000001,0.2087499999999999,0.05976342248168386,0.33,11.094375,0.2851789422336624,0
2026-04-24 03:45:00,7.18,11.84,0.33,24.44,96.1,EXCELENTE,SECO,0.7071067811865476,0.7071067811865476,4,24,7.18,0.33,11.11,23.57,7.06,0.21,11.13,23.95,7.03,0.19,11.48,23.9,7.11,0.18,11.15,23.33,7.05,0.12,11.17,23.83,0.0,0.14,0.15000000000000002,0.0,0.7300000000000004,0.870000000000001,0.2925000000000009,0.05678908345845381,0.33,11.382499999999999,0.24,0.06761234037785045,0.33,11.22375,0.2218749999999999,0.06199126282569243,0.33,11.13625,0.2851789422336624,0
2026-04-24 04:00:00,7.05,10.8,0.28,23.14,95.6,EXCELENTE,SECO,0.8660254037844386,0.5000000000000001,4,24,7.18,0.33,11.84,24.44,7.18,0.33,11.11,23.57,7.1,0.3,11.45,23.57,6.98,0.2,10.71,24.36,7.08,0.18,10.96,23.69,-0.04999999999999999,-0.019999999999999962,0.08000000000000002,-0.1299999999999999,-1.0399999999999991,-1.3000000000000007,0.2875000000000009,0.05678908345845433,0.33,11.22,0.25,0.06676183683126619,0.33,11.235000000000001,0.22812499999999988,0.06252666098066222,0.33,11.12625,0.2468600779315258,0
2026-04-24 04:15:00,7.19,11.21,0.41,24.44,96.0,EXCELENTE,SECO,0.8660254037844386,0.5000000000000001,4,24,7.05,0.28,10.8,23.14,7.18,0.33,11.84,24.44,7.06,0.21,11.13,23.95,7.09,0.18,11.35,23.12,7.06,0.22,11.09,24.54,0.12999999999999995,0.19999999999999998,0.22999999999999998,0.14000000000000057,0.41000000000000014,1.3000000000000007,0.3375000000000009,0.05377421935014375,0.41,11.24,0.27875,0.0804340901427042,0.41,11.2175,0.2399999999999999,0.07720103626284551,0.41,11.133750000000001,0.3435897043900769,0
2026-04-24 04:30:00,7.06,10.59,0.24,24.43,94.7,EXCELENTE,SECO,0.8660254037844386,0.5000000000000001,4,24,7.19,0.41,11.21,24.44,7.05,0.28,10.8,23.14,7.18,0.33,11.11,23.57,7.03,0.18,10.72,23.95,7.0,0.2,11.46,23.02,-0.16999999999999998,-0.09000000000000002,0.06,-0.13000000000000078,-0.620000000000001,-0.010000000000001563,0.3150000000000009,0.07325753658646758,0.41,11.11,0.28625,0.07229651246241091,0.41,11.20125,0.24249999999999988,0.07646349891761313,0.41,11.079375,0.2151113796169455,0
2026-04-24 04:45:00,7.18,11.27,0.3,24.0,96.5,EXCELENTE,SECO,0.8660254037844386,0.5000000000000001,4,24,7.06,0.24,10.59,24.43,7.19,0.41,11.21,24.44,7.18,0.33,11.84,24.44,7.03,0.19,11.48,23.9,7.07,0.33,10.44,23.74,0.06,-0.030000000000000027,0.10999999999999999,0.1200000000000001,0.6799999999999997,-0.4299999999999997,0.3075000000000009,0.07274384280966824,0.41,10.967500000000001,0.3,0.06094494002152731,0.41,11.174999999999999,0.2406249999999999,0.07451789494291855,0.41,11.13125,0.262364264467491,0
2026-04-24 05:00:00,7.1,10.87,0.28,24.59,94.9,EXCELENTE,SECO,0.9659258262890683,0.25881904510252074,4,24,7.18,0.3,11.27,24.0,7.06,0.24,10.59,24.43,7.05,0.28,10.8,23.14,7.1,0.3,11.45,23.57,6.98,0.18,10.71,23.76,-0.019999999999999962,0.0,-0.019999999999999962,-0.08000000000000007,-0.40000000000000036,0.5899999999999999,0.3075000000000009,0.07274384280966824,0.41,10.985,0.29750000000000004,0.06135377506093293,0.41,11.1025,0.2468749999999999,0.07327744082178658,0.41,11.14125,0.2468600779315258,0
2026-04-24 05:15:00,7.17,10.71,0.34,24.15,95.9,EXCELENTE,SECO,0.9659258262890683,0.25881904510252074,4,24,7.1,0.28,10.87,24.59,7.18,0.3,11.27,24.0,7.19,0.41,11.21,24.44,7.06,0.21,11.13,23.95,7.11,0.16,11.33,24.11,0.06,-0.06999999999999995,0.13000000000000003,0.07000000000000028,-0.15999999999999837,-0.4400000000000013,0.2900000000000009,0.04163331998993827,0.34,10.86,0.31375000000000003,0.051252177653516216,0.41,11.05,0.2581249999999999,0.0728668877707172,0.41,11.102500000000001,0.29266961396282,0
2026-04-24 05:30:00,7.18,11.66,0.33,24.13,97.4,EXCELENTE,SECO,0.9659258262890683,0.25881904510252074,4,24,7.17,0.34,10.71,24.15,7.1,0.28,10.87,24.59,7.06,0.24,10.59,24.43,7.18,0.33,11.11,23.57,7.06,0.18,11.25,23.4,-0.010000000000000009,0.09000000000000002,0.0,0.009999999999999787,0.9499999999999993,-0.019999999999999574,0.3125000000000009,0.027537852737356535,0.34,11.127500000000001,0.31375000000000003,0.051252177653516216,0.41,11.11875,0.2674999999999999,0.07178672114945898,0.41,11.128125,0.2851789422336624,0
2026-04-24 05:45:00,7.2,11.12,0.43,24.11,96.9,EXCELENTE,SECO,0.9659258262890683,0.25881904510252074,4,24,7.18,0.33,11.66,24.13,7.17,0.34,10.71,24.15,7.18,0.3,11.27,24.0,7.18,0.33,11.84,24.44,7.11,0.18,11.15,23.33,0.09999999999999998,0.13,0.09999999999999998,0.020000000000000462,-0.5400000000000009,-0.019999999999999574,0.34500000000000086,0.06244997998438932,0.43,11.09,0.32625000000000004,0.06588680769709006,0.43,11.028749999999999,0.2831249999999999,0.0783767610119436,0.43,11.12625,0.35767444427181594,0
2026-04-24 06:00:00,7.2,11.37,0.38,24.79,97.2,EXCELENTE,SECO,1.0,6.123233995736766e-17,4,24,7.2,0.43,11.12,24.11,7.18,0.33,11.66,24.13,7.1,0.28,10.87,24.59,7.05,0.28,10.8,23.14,6.98,0.2,10.71,24.36,-0.04999999999999999,0.09999999999999998,0.09999999999999998,0.0,0.25,0.6799999999999997,0.3700000000000009,0.045460605657173206,0.43,11.215,0.33875,0.06534250421498074,0.43,11.1,0.2943749999999999,0.07856791117703961,0.43,11.1675,0.3220834991691133,0
2026-04-24 06:15:00,7.07,11.3,0.4,24.16,95.3,EXCELENTE,SECO,1.0,6.123233995736766e-17,4,24,7.2,0.38,11.37,24.79,7.2,0.43,11.12,24.11,7.17,0.34,10.71,24.15,7.19,0.41,11.21,24.44,7.09,0.18,11.35,23.12,0.020000000000000018,0.06,-0.009999999999999953,-0.1299999999999999,-0.06999999999999851,-0.629999999999999,0.3850000000000009,0.04203173404365844,0.43,11.3625,0.3375,0.06386369413456558,0.43,11.11125,0.3081249999999999,0.07643897348030662,0.43,11.164375,0.33647223662121295,0
2026-04-24 06:30:00,7.08,11.33,0.32,24.1,97.7,EXCELENTE,SECO,1.0,6.123233995736766e-17,4,24,7.07,0.4,11.3,24.16,7.2,0.38,11.37,24.79,7.18,0.33,11.66,24.13,7.06,0.24,10.59,24.43,7.03,0.18,10.72,23.95,-0.08000000000000002,-0.010000000000000009,0.08000000000000002,0.009999999999999787,0.02999999999999936,-0.05999999999999872,0.3825000000000009,0.0464578662164281,0.43,11.280000000000001,0.3475,0.05147815070437102,0.43,11.20375,0.31687499999999985,0.06838311195065813,0.43,11.2025,0.2776317365982795,0
2026-04-24 06:45:00,7.12,11.24,0.35,24.24,95.6,EXCELENTE,SECO,1.0,6.123233995736766e-17,4,24,7.08,0.32,11.33,24.1,7.07,0.4,11.3,24.16,7.2,0.43,11.12,24.11,7.18,0.3,11.27,24.0,7.03,0.19,11.48,23.9,0.02999999999999997,-0.08000000000000002,0.04999999999999999,0.040000000000000036,-0.08999999999999986,0.13999999999999702,0.36250000000000093,0.03500000000072044,0.4,11.309999999999999,0.35375,0.04779046527677373,0.43,11.200000000000001,0.3268749999999999,0.05974599010301407,0.43,11.1875,0.3001045924503381,0
2026-04-24 07:00:00,7.14,11.23,0.44,24.79,95.3,EXCELENTE,SECO,0.9659258262890683,-0.25881904510252063,4,24,7.12,0.35,11.24,24.24,7.08,0.32,11.33,24.1,7.2,0.38,11.37,24.79,7.1,0.28,10.87,24.59,7.1,0.3,11.45,23.57,0.09000000000000002,0.06,0.15999999999999998,0.019999999999999574,-0.009999999999999787,0.5500000000000007,0.3775000000000009,0.053150729064146,0.44,11.275,0.37374999999999997,0.045961940776494424,0.44,11.245000000000001,0.3356249999999999,0.06552035307232922,0.44,11.17375,0.3646431135879093,0
2026-04-24 07:15:00,7.24,10.55,0.39,25.39,95.9,EXCELENTE,SECO,0.9659258262890683,-0.25881904510252063,4,24,7.14,0.44,11.23,24.79,7.12,0.35,11.24,24.24,7.07,0.4,11.3,24.16,7.17,0.34,10.71,24.15,7.06,0.21,11.13,23.95,-0.04999999999999999,-0.010000000000000009,0.04999999999999999,0.10000000000000053,-0.6799999999999997,0.6000000000000014,0.3750000000000009,0.051961524227550175,0.44,11.087499999999999,0.38,0.044077853200889174,0.44,11.225,0.34687499999999993,0.05747100718381873,0.44,11.1375,0.3293037471426004,0
2026-04-24 07:30:00,7.2,10.87,0.34,25.08,95.4,EXCELENTE,SECO,0.9659258262890683,-0.25881904510252063,4,24,7.24,0.39,10.55,25.39,7.14,0.44,11.23,24.79,7.08,0.32,11.33,24.1,7.18,0.33,11.66,24.13,7.18,0.33,11.11,23.57,-0.04999999999999999,0.020000000000000018,0.010000000000000009,-0.040000000000000036,0.3199999999999985,-0.3100000000000023,0.3800000000000009,0.045460605657171915,0.44,10.9725,0.38125,0.042573465914134766,0.44,11.126249999999999,0.3474999999999999,0.057329457233803775,0.44,11.1225,0.29266961396282,0
2026-04-24 07:45:00,7.16,10.9,0.32,25.54,95.7,EXCELENTE,SECO,0.9659258262890683,-0.25881904510252063,4,24,7.2,0.34,10.87,25.08,7.24,0.39,10.55,25.39,7.12,0.35,11.24,24.24,7.2,0.43,11.12,24.11,7.18,0.33,11.84,24.44,-0.020000000000000018,-0.02999999999999997,-0.10999999999999999,-0.040000000000000036,0.030000000000001137,0.46000000000000085,0.3725000000000009,0.05377421935014006,0.44,10.887500000000001,0.36750000000000005,0.04234214381439741,0.44,11.09875,0.34687499999999993,0.05758689086984882,0.44,11.06375,0.2776317365982795,0
2026-04-24 08:00:00,7.14,10.97,1.23,24.74,83.7,BUENA,SECO,0.8660254037844387,-0.4999999999999998,4,24,7.16,0.32,10.9,25.54,7.2,0.34,10.87,25.08,7.14,0.44,11.23,24.79,7.2,0.38,11.37,24.79,7.05,0.28,10.8,23.14,0.9099999999999999,0.79,0.85,-0.020000000000000462,0.07000000000000028,-0.8000000000000007,0.570000000000001,0.4409837487557956,1.23,10.8225,0.47375,0.30844946332991663,1.23,11.04875,0.4062499999999999,0.2263883094744996,1.23,11.074375,0.8020015854720274,0
2026-04-24 08:15:00,7.23,10.87,0.82,25.22,81.0,BUENA,SECO,0.8660254037844387,-0.4999999999999998,4,24,7.14,1.23,10.97,24.74,7.16,0.32,10.9,25.54,7.24,0.39,10.55,25.39,7.07,0.4,11.3,24.16,7.19,0.41,11.21,24.44,-0.41000000000000003,0.42999999999999994,0.41999999999999993,0.09000000000000075,-0.10000000000000142,0.4800000000000004,0.6775000000000009,0.4348467162882955,1.23,10.9025,0.52625,0.32915204910271134,1.23,10.995000000000001,0.4318749999999999,0.24892351569653176,1.23,11.053125,0.598836501088704,0
2026-04-24 08:30:00,7.27,11.33,0.75,24.96,85.0,BUENA,SECO,0.8660254037844387,-0.4999999999999998,4,24,7.23,0.82,10.87,25.22,7.14,1.23,10.97,24.74,7.2,0.34,10.87,25.08,7.08,0.32,11.33,24.1,7.06,0.24,10.59,24.43,-0.06999999999999995,0.41,0.43,0.03999999999999915,0.46000000000000085,-0.259999999999998,0.7800000000000009,0.372648180817661,1.23,11.0175,0.5800000000000001,0.32575187752985874,1.23,10.995000000000001,0.4637499999999999,0.2552874197188751,1.23,11.099374999999998,0.5596157879354227,0
2026-04-24 08:45:00,7.21,10.62,0.99,25.43,85.5,BUENA,SECO,0.8660254037844387,-0.4999999999999998,4,24,7.27,0.75,11.33,24.96,7.23,0.82,10.87,25.22,7.16,0.32,10.9,25.54,7.12,0.35,11.24,24.24,7.18,0.3,11.27,24.0,0.24,0.6699999999999999,0.64,-0.05999999999999961,-0.7100000000000009,0.46999999999999886,0.9475000000000008,0.2136000936330401,1.23,10.9475,0.6599999999999999,0.339495423911848,1.23,10.9175,0.5068749999999999,0.2826002771879755,1.23,11.05875,0.688134638736401,0
2026-04-24 09:00:00,7.15,11.29,1.36,25.84,87.0,BUENA,SECO,0.7071067811865476,-0.7071067811865475,4,24,7.21,0.99,10.62,25.43,7.27,0.75,11.33,24.96,7.14,1.23,10.97,24.74,7.14,0.44,11.23,24.79,7.1,0.28,10.87,24.59,0.3700000000000001,0.13000000000000012,0.9200000000000002,-0.05999999999999961,0.6699999999999999,0.41000000000000014,0.9800000000000009,0.27264140062245956,1.36,11.0275,0.775,0.40401555839907227,1.36,10.925,0.5743749999999999,0.34654424921894145,1.36,11.085,0.8586616190375187,0
2026-04-24 09:15:00,7.19,10.82,0.56,25.69,84.7,BUENA,SECO,0.7071067811865476,-0.7071067811865475,4,24,7.15,1.36,11.29,25.84,7.21,0.99,10.62,25.43,7.23,0.82,10.87,25.22,7.24,0.39,10.55,25.39,7.17,0.34,10.71,24.15,-0.8,-0.2599999999999999,0.17000000000000004,0.040000000000000036,-0.46999999999999886,-0.14999999999999858,0.9150000000000009,0.34491544857647444,1.36,11.014999999999999,0.7962500000000001,0.3848909864214986,1.36,10.958749999999998,0.5881249999999999,0.34094415476250595,1.36,11.091875,0.44468582126144574,0
2026-04-24 09:30:00,7.22,11.22,0.62,24.94,84.6,BUENA,SECO,0.7071067811865476,-0.7071067811865475,4,24,7.19,0.56,10.82,25.69,7.15,1.36,11.29,25.84,7.27,0.75,11.33,24.96,7.2,0.34,10.87,25.08,7.18,0.33,11.66,24.13,0.05999999999999994,-0.13,0.27999999999999997,0.02999999999999936,0.40000000000000036,-0.75,0.882500000000001,0.37079868752021083,1.36,10.987499999999999,0.8312499999999999,0.34848396150829425,1.36,11.002500000000001,0.6062499999999998,0.333943608013967,1.36,11.064375,0.4824261492442927,0
2026-04-24 09:45:00,7.21,10.77,0.75,24.87,87.7,BUENA,SECO,0.7071067811865476,-0.7071067811865475,4,24,7.22,0.62,11.22,24.94,7.19,0.56,10.82,25.69,7.21,0.99,10.62,25.43,7.16,0.32,10.9,25.54,7.2,0.43,11.12,24.11,0.13,-0.24,0.43,-0.009999999999999787,-0.45000000000000107,-0.07000000000000028,0.822500000000001,0.3670036330429328,1.36,11.025,0.885,0.28590707781165564,1.36,10.98625,0.6262499999999999,0.3322624464687302,1.36,11.042499999999999,0.5596157879354227,0
2026-04-24 10:00:00,7.23,10.53,0.87,25.03,87.6,BUENA,SECO,0.49999999999999994,-0.8660254037844387,4,24,7.21,0.75,10.77,24.87,7.22,0.62,11.22,24.94,7.15,1.36,11.29,25.84,7.14,1.23,10.97,24.74,7.2,0.38,11.37,24.79,0.12,-0.4900000000000001,-0.36,0.020000000000000462,-0.2400000000000002,0.16000000000000014,0.7000000000000008,0.13832329280847738,0.87,10.835,0.84,0.24991427101525385,1.36,10.93125,0.6568749999999999,0.33063008030131213,1.36,10.99,0.6259384308664953,0
2026-04-24 10:15:00,7.23,10.97,0.62,25.49,82.2,BUENA,SECO,0.49999999999999994,-0.8660254037844387,4,24,7.23,0.87,10.53,25.03,7.21,0.75,10.77,24.87,7.19,0.56,10.82,25.69,7.23,0.82,10.87,25.22,7.07,0.4,11.3,24.16,-0.25,0.05999999999999994,-0.19999999999999996,0.0,0.4400000000000013,0.4599999999999973,0.7150000000000009,0.12013880860645987,0.87,10.8725,0.815,0.2619160170740668,1.36,10.94375,0.6706249999999999,0.32373793413817287,1.36,10.969375,0.4824261492442927,0
2026-04-24 10:30:00,7.25,10.18,1.17,24.75,82.1,BUENA,SECO,0.49999999999999994,-0.8660254037844387,4,24,7.23,0.62,10.97,25.49,7.23,0.87,10.53,25.03,7.22,0.62,11.22,24.94,7.27,0.75,11.33,24.96,7.08,0.32,11.33,24.1,0.5499999999999999,0.5499999999999999,0.41999999999999993,0.019999999999999574,-0.7900000000000009,-0.7399999999999984,0.8525000000000008,0.23500000000009505,1.17,10.6125,0.8674999999999999,0.28783675929238595,1.36,10.799999999999999,0.7237499999999999,0.33200150602075784,1.36,10.897499999999999,0.7747271675523681,0
2026-04-24 10:45:00,7.17,10.76,1.33,25.76,90.7,EXCELENTE,SECO,0.49999999999999994,-0.8660254037844387,4,24,7.25,1.17,10.18,24.75,7.23,0.62,10.97,25.49,7.21,0.75,10.77,24.87,7.21,0.99,10.62,25.43,7.12,0.35,11.24,24.24,0.16000000000000014,0.5800000000000001,0.3400000000000001,-0.08000000000000007,0.5800000000000001,1.0100000000000016,0.9975000000000008,0.3157398718355186,1.33,10.61,0.91,0.33045423283707986,1.36,10.8175,0.7849999999999999,0.3484441609976897,1.36,10.8675,0.8458682675776092,0
2026-04-24 11:00:00,7.22,10.86,1.46,26.04,88.2,BUENA,SECO,0.258819045102521,-0.9659258262890682,4,24,7.17,1.33,10.76,25.76,7.25,1.17,10.18,24.75,7.23,0.87,10.53,25.03,7.15,1.36,11.29,25.84,7.14,0.44,11.23,24.79,0.1299999999999999,0.59,0.09999999999999987,0.04999999999999982,0.09999999999999964,0.2799999999999976,1.145000000000001,0.36954927501851226,1.46,10.692499999999999,0.9225,0.3511511680987063,1.46,10.76375,0.8487499999999999,0.3735215299462444,1.46,10.844375,0.9001613499442714,0
2026-04-24 11:15:00,7.12,10.88,0.6,24.72,88.4,BUENA,SECO,0.258819045102521,-0.9659258262890682,4,24,7.22,1.46,10.86,26.04,7.17,1.33,10.76,25.76,7.23,0.62,10.97,25.49,7.19,0.56,10.82,25.69,7.24,0.39,10.55,25.39,-0.86,-0.020000000000000018,0.039999999999999925,-0.09999999999999964,0.02000000000000135,-1.3200000000000003,1.1400000000000008,0.3790338595253834,1.46,10.67,0.9275,0.3454913685090103,1.46,10.771249999999998,0.861875,0.35976323232562685,1.46,10.865,0.4700036292457356,0
2026-04-24 11:30:00,7.27,10.91,0.55,24.8,89.5,BUENA,SECO,0.258819045102521,-0.9659258262890682,4,24,7.12,0.6,10.88,24.72,7.22,1.46,10.86,26.04,7.25,1.17,10.18,24.75,7.22,0.62,11.22,24.94,7.2,0.34,10.87,25.08,-0.04999999999999993,-0.6199999999999999,-0.06999999999999995,0.14999999999999947,0.02999999999999936,0.08000000000000185,0.9850000000000009,0.47682980891163873,1.46,10.852500000000001,0.9187500000000001,0.35514333122589914,1.46,10.7325,0.8749999999999999,0.34288968099577277,1.46,10.8675,0.4382549309311553,0
2026-04-24 11:45:00,7.29,10.35,0.76,25.02,90.1,EXCELENTE,SECO,0.258819045102521,-0.9659258262890682,4,24,7.27,0.55,10.91,24.8,7.12,0.6,10.88,24.72,7.17,1.33,10.76,25.76,7.21,0.75,10.77,24.87,7.16,0.32,10.9,25.54,0.20999999999999996,-0.5700000000000001,0.010000000000000009,0.020000000000000462,-0.5600000000000005,0.21999999999999886,0.8425000000000009,0.421297598695639,1.46,10.75,0.92,0.35448151271552353,1.46,10.68,0.9024999999999999,0.3116301226348032,1.46,10.833124999999999,0.5653138090500605,0
2026-04-24 12:00:00,7.24,10.79,1.36,25.45,86.6,BUENA,SECO,1.2246467991473532e-16,-1.0,4,24,7.29,0.76,10.35,25.02,7.27,0.55,10.91,24.8,7.22,1.46,10.86,26.04,7.23,0.87,10.53,25.03,7.14,1.23,10.97,24.74,0.6000000000000001,-0.09999999999999987,0.4900000000000001,-0.04999999999999982,0.4399999999999995,0.4299999999999997,0.8175000000000009,0.3725922704512875,1.36,10.732500000000002,0.98125,0.38557702584190096,1.46,10.712499999999999,0.9106249999999999,0.3222518425083851,1.46,10.821875,0.8586616190375187,0
